SnapshotDate,PlayerID,GameTitle,Platform,Region,Country,Age,Gender,PlayerSegment,AcquisitionChannel,Campaign,DeviceModel,OSVersion,AppVersion,SessionsLast7d,PlaytimeLast7d_Minutes,AvgSession_Minutes,Retention7dPercent,SpentLast7d_USD,PurchasesLast7d,InGameCurrencyBalance,AdImpressionsLast7d,AdClicksLast7d,PurchaseRatePercent,CrashCountLast7d,AvgPingMs,AvgFPS,BugsReportedLast7d,ChurnProbabilityPercent,NPS,FeedbackCategory,FeedbackShort,CommunityMentionsLast7d,SentimentScore
2025-10-18,P00903,RuneHollow,PS5,NA,Mexico,48,Prefer not to say,Core,Email,,PS5,macOS 12,1.3.5,15,1116,74.4,65,0.00,0,1865,9,0,0,1,47,75,1,25,4,neutral,Okay performance,0,0.09
2025-10-18,P00904,MetroRaiders,PS5,EU,Germany,42,Male,Core,Referral,,Samsung S21,Windows 11,1.3.5,15,695,46.3,68,0.00,0,1476,26,1,0,1,21,79,2,35,-9,neutral,Needs more content,0,0.00
2025-10-19,P00905,Aetherbound,iOS,EU,France,46,Prefer not to say,Core,Partner,,XboxX,Windows 10,1.3.5,6,531,88.5,45,0.00,0,980,34,1,0,0,217,50,2,60,-7,neutral,Average experience,0,-0.11
2025-10-19,P00906,MetroRaiders,Android,EU,Poland,43,Non-binary,Hardcore,UA - Ads,Campaign_3,PS5,Windows 11,2.0.0,28,3762,134.4,63,80.52,2,36272,91,1,7.14,4,73,80,1,1,51,positive,Love the new skins,2,0.58
2025-10-19,P00907,MetroRaiders,iOS,EU,Germany,15,Female,Core,Organic,,Intel i7 PC,Android 13,1.1.0,20,1304,65.2,85,147.81,3,45224,14,0,15,1,191,51,3,1,61,positive,Love the new skins,2,0.61
2025-10-19,P00908,RuneHollow,PS5,EU,Spain,49,Prefer not to say,Casual,Influencer,,iPhone 14,Windows 10,1.2.0,3,197,65.7,49,0.00,0,226,15,0,0,0,83,49,2,43,25,neutral,Waiting for new mode,1,0.29
2025-10-19,P00909,GlyphQuest,PC,LATAM,Argentina,32,Female,Hardcore,Organic,,Samsung S21,Android 13,1.3.5,39,2478,63.5,79,0.00,0,1577,19,1,0,1,133,85,1,1,100,positive,Loving latest patch,1,0.93
2025-10-19,P00910,Neon Armada,PS5,MEA,Israel,55,Female,Hardcore,Partner,,XboxX,Windows 10,1.0.1,20,3437,171.8,49,482.30,14,218479,19,1,70,3,60,84,1,33,12,neutral,Needs more content,1,0.16
2025-10-19,P00911,MetroRaiders,iOS,EU,Poland,23,Male,Casual,Email,,Pixel 6,Android 13,1.0.1,4,169,42.3,50,0.00,0,1999,164,5,0,0,87,70,1,48,-4,neutral,Average experience,0,0.00
2025-10-19,P00912,GlyphQuest,Android,EU,France,55,Non-binary,Hardcore,Referral,,Intel i7 PC,Windows 11,2.0.0,36,4666,129.6,76,70.50,6,7966,26,1,16.67,2,209,77,2,1,20,neutral,Needs more content,0,0.15
2025-10-19,P00913,GlyphQuest,PS5,APAC,South Korea,35,Prefer not to say,Core,Influencer,,PS5,Windows 11,1.0.1,20,999,50,75,242.08,8,63536,8,0,40,0,34,76,0,9,-18,neutral,UI could be clearer,1,-0.12
2025-10-19,P00914,Aetherbound,PS5,LATAM,Chile,31,Male,Hardcore,Partner,,Pixel 6,Windows 11,1.0.1,25,4357,174.3,55,124.74,3,18966,30,1,12,3,194,58,4,45,-57,negative,Paywall is harsh,1,-0.62
2025-10-19,P00915,Starwright,PS5,NA,Mexico,54,Male,Casual,Partner,,Switch OLED,iOS 17,1.0.1,4,203,50.8,49,0.00,0,1804,35,1,0,0,219,66,0,69,-65,negative,Lag spikes,0,-0.59
2025-10-19,P00916,Neon Armada,PC,LATAM,Brazil,50,Prefer not to say,Core,Organic,,iPhone 14,Windows 10,1.1.0,15,373,24.9,65,0.00,0,1279,37,1,0,0,41,64,1,1,91,positive,Game runs smooth,1,0.93
2025-10-19,P00917,MetroRaiders,Xbox Series X,MEA,South Africa,31,Non-binary,Casual,UA - Ads,Campaign_6,Intel i7 PC,Xbox OS,1.2.0,4,236,59,53,0.00,0,956,12,0,0,0,159,58,1,47,-20,neutral,UI could be clearer,0,-0.13
2025-10-19,P00918,MetroRaiders,Xbox Series X,EU,Poland,39,Prefer not to say,Hardcore,Partner,,Intel i7 PC,PS5 OS,1.2.0,26,1787,68.7,57,0.00,0,1884,14,0,0,1,106,76,2,53,-37,negative,Toxic community,1,-0.46
2025-10-19,P00919,GlyphQuest,PC,MEA,UAE,33,Non-binary,Core,Influencer,,PS5,Windows 10,2.0.0,13,743,57.2,60,0.00,0,967,39,1,0,0,104,34,2,48,-44,negative,Paywall is harsh,1,-0.44
2025-10-19,P00920,RuneHollow,Android,NA,Canada,55,Non-binary,Core,Email,,Switch OLED,Windows 11,1.0.1,19,1391,73.2,76,0.00,0,1528,102,3,0,1,124,60,1,41,-63,negative,Paywall is harsh,2,-0.73
2025-10-19,P00921,Neon Armada,iOS,APAC,China,34,Female,Core,Referral,,iPhone 14,Windows 11,1.1.0,19,1352,71.2,80,0.00,0,1465,94,1,0,1,175,62,1,15,20,neutral,Average experience,0,0.25
2025-10-19,P00922,MetroRaiders,PS5,APAC,South Korea,44,Male,Casual,Email,,Ryzen 5 PC,Android 13,1.0.1,1,273,273,32,0.00,0,1231,35,1,0,0,121,78,1,74,-39,negative,Frequent crashes,1,-0.31
2025-10-19,P00923,Aetherbound,PC,LATAM,Argentina,32,Prefer not to say,Casual,Email,,PS5,macOS 12,1.1.0,1,210,210,33,0.00,0,1671,9,0,0,0,126,68,0,43,76,positive,Game runs smooth,2,0.79
2025-10-19,P00924,Aetherbound,iOS,LATAM,Colombia,20,Male,Core,Influencer,,XboxX,macOS 12,1.0.0,11,1651,150.1,55,0.00,0,1681,195,3,0,1,33,55,1,37,-2,neutral,Okay performance,0,0.07
2025-10-19,P00925,Starwright,iOS,LATAM,Argentina,39,Non-binary,Casual,Influencer,,iPhone 14,PS5 OS,1.0.0,1,65,65,32,0.00,0,467,156,1,0,0,149,54,1,63,1,neutral,Average experience,0,-0.08
2025-10-19,P00926,MetroRaiders,Android,MEA,South Africa,14,Prefer not to say,Hardcore,Influencer,,XboxX,PS5 OS,1.3.5,28,2166,77.4,70,247.35,5,113592,75,1,17.86,1,157,88,2,1,79,positive,Love the new skins,0,0.75
2025-10-19,P00927,RuneHollow,Xbox Series X,APAC,India,55,Non-binary,Core,Email,,Intel i7 PC,Windows 10,1.1.0,16,546,34.1,70,0.00,0,1999,19,0,0,0,72,69,1,14,49,positive,Loving latest patch,2,0.50
2025-10-19,P00928,Starwright,Switch,LATAM,Brazil,55,Male,Casual,Email,,Switch OLED,Windows 10,1.2.0,7,141,20.1,75,0.00,0,567,29,0,0,0,20,34,1,8,63,positive,Loving latest patch,1,0.58
2025-10-19,P00929,Aetherbound,Android,EU,Germany,22,Male,Hardcore,Organic,,Samsung S21,iOS 17,1.0.1,15,4530,302,41,15.09,3,2120,185,5,20,3,34,81,1,65,-71,negative,Matchmaking broken,1,-0.69
2025-10-19,P00930,RuneHollow,Xbox Series X,APAC,South Korea,48,Female,Hardcore,Referral,,XboxX,Windows 11,1.0.0,30,4758,158.6,63,0.00,0,499,1,0,0,4,205,64,3,33,-1,neutral,Average experience,0,0.03
2025-10-19,P00931,RuneHollow,Android,MEA,UAE,34,Non-binary,Core,Referral,,Samsung S21,Xbox OS,1.0.0,11,426,38.7,50,0.00,0,206,172,6,0,0,114,43,0,49,1,neutral,Needs more content,0,-0.06
2025-10-19,P00932,Aetherbound,Android,EU,Germany,22,Prefer not to say,Hardcore,UA - Ads,Campaign_3,iPhone 14,Windows 11,1.2.0,15,3480,232,41,0.00,0,1883,159,5,0,3,42,32,0,53,-8,neutral,UI could be clearer,0,-0.02
2025-10-19,P00933,Neon Armada,Xbox Series X,EU,Poland,34,Female,Hardcore,Influencer,,Pixel 6,iOS 17,1.2.0,31,2033,65.6,62,2.14,2,1994,8,0,6.45,1,178,76,0,1,84,positive,Loving latest patch,1,0.93
2025-10-19,P00934,Neon Armada,PC,MEA,Egypt,19,Prefer not to say,Hardcore,Influencer,,Intel i7 PC,Windows 10,1.0.1,28,4160,148.6,60,188.28,12,94975,17,0,42.86,2,170,71,2,40,-63,negative,Toxic community,1,-0.57
2025-10-19,P00935,Aetherbound,Android,NA,Mexico,14,Female,Hardcore,Organic,,Samsung S21,iOS 17,1.0.1,26,1816,69.8,62,0.00,0,794,130,1,0,2,25,67,3,55,-49,negative,Toxic community,1,-0.47
2025-10-19,P00936,Starwright,iOS,LATAM,Brazil,36,Male,Casual,Influencer,,PS5,Windows 10,1.2.0,1,226,226,28,0.00,0,1417,25,0,0,0,131,33,1,99,-89,negative,Frequent crashes,3,-0.88
2025-10-19,P00937,RuneHollow,Xbox Series X,MEA,UAE,52,Non-binary,Core,Influencer,,Samsung S21,Xbox OS,1.0.0,7,1381,197.3,46,0.00,0,420,24,0,0,1,88,87,2,50,-9,neutral,UI could be clearer,0,-0.08
2025-10-19,P00938,Aetherbound,Android,LATAM,Brazil,17,Non-binary,Hardcore,Referral,,Pixel 6,macOS 12,1.2.0,31,4102,132.3,65,238.40,8,130160,193,3,25.81,4,210,60,3,48,-88,negative,Frequent crashes,2,-0.82
2025-10-19,P00939,Neon Armada,Xbox Series X,MEA,South Africa,43,Female,Casual,Partner,,iPhone 14,Windows 11,2.0.0,1,157,157,31,0.00,0,368,3,0,0,0,215,49,1,70,-16,neutral,Needs more content,0,-0.09
2025-10-19,P00940,RuneHollow,Android,LATAM,Brazil,25,Prefer not to say,Core,UA - Ads,Campaign_4,Samsung S21,macOS 12,1.2.0,18,500,27.8,78,0.00,0,1516,45,1,0,0,51,52,1,35,-36,negative,Lag spikes,1,-0.37
2025-10-19,P00941,Starwright,PS5,NA,Canada,48,Male,Casual,Influencer,,iPhone 14,PS5 OS,2.0.0,3,130,43.3,44,0.00,0,801,12,0,0,0,100,31,1,74,-52,negative,Matchmaking broken,0,-0.61
2025-10-19,P00942,RuneHollow,Xbox Series X,LATAM,Argentina,35,Female,Casual,Email,,Ryzen 5 PC,Android 13,1.3.5,4,61,15.3,61,0.00,0,1860,9,0,0,0,24,64,1,21,58,positive,Fantastic balancing,1,0.63
2025-10-19,P00943,MetroRaiders,Xbox Series X,LATAM,Brazil,34,Male,Casual,Influencer,,Samsung S21,Windows 10,1.0.0,4,265,66.3,54,0.00,0,1316,1,0,0,0,141,49,2,27,40,positive,Love the new skins,2,0.42
2025-10-19,P00944,Neon Armada,Android,MEA,South Africa,23,Non-binary,Hardcore,Organic,,Pixel 6,Windows 11,1.1.0,27,4046,149.9,62,171.68,4,63183,49,0,14.81,2,217,63,1,29,-2,neutral,UI could be clearer,0,-0.07
2025-10-19,P00945,Aetherbound,Switch,EU,UK,45,Prefer not to say,Casual,Organic,,Ryzen 5 PC,PS5 OS,1.1.0,5,274,54.8,63,0.00,0,1239,11,0,0,0,194,54,0,38,-13,neutral,Okay performance,0,-0.04
2025-10-19,P00946,MetroRaiders,PS5,APAC,India,25,Prefer not to say,Casual,UA - Ads,Campaign_4,PS5,Xbox OS,1.3.5,3,273,91,49,0.00,0,1940,6,0,0,0,57,42,2,85,-82,negative,Lag spikes,0,-0.89
2025-10-19,P00947,Neon Armada,PC,APAC,China,29,Male,Casual,UA - Ads,Campaign_5,iPhone 14,Android 13,1.0.1,2,252,126,33,0.00,0,735,7,0,0,0,157,46,2,29,99,positive,Fantastic balancing,1,0.97
2025-10-19,P00948,GlyphQuest,Android,LATAM,Brazil,45,Non-binary,Hardcore,Organic,,PS5,Windows 11,1.2.0,30,4747,158.2,61,0.00,0,1141,200,3,0,4,199,49,3,53,-43,negative,Lag spikes,1,-0.35
2025-10-19,P00949,RuneHollow,PS5,APAC,China,28,Non-binary,Hardcore,Partner,,Switch OLED,Xbox OS,1.0.1,35,2539,72.5,75,0.00,0,1981,19,0,0,2,191,35,2,9,44,positive,Fantastic balancing,0,0.44
2025-10-19,P00950,MetroRaiders,iOS,APAC,Japan,48,Male,Hardcore,Referral,,Intel i7 PC,Android 13,1.1.0,16,3846,240.4,40,16.74,1,3854,166,5,6.25,2,118,80,2,36,40,positive,Fantastic balancing,1,0.44
2025-10-19,P00951,Aetherbound,PS5,LATAM,Chile,13,Prefer not to say,Core,UA - Ads,Campaign_2,Samsung S21,Windows 11,1.0.1,11,628,57.1,53,0.00,0,1671,12,0,0,0,28,84,1,48,-21,neutral,Average experience,0,-0.19
2025-10-19,P00952,RuneHollow,PC,APAC,South Korea,47,Non-binary,Core,Influencer,,Switch OLED,iOS 17,1.0.0,8,1440,180,46,0.00,0,327,19,0,0,1,205,59,2,49,20,neutral,Average experience,0,0.19
2025-10-19,P00953,RuneHollow,PC,APAC,India,41,Prefer not to say,Core,Email,,Samsung S21,Windows 10,1.3.5,11,465,42.3,61,0.00,0,1240,23,1,0,0,64,47,2,39,-4,neutral,Needs more content,0,0.02
2025-10-19,P00954,Starwright,PS5,MEA,UAE,33,Female,Hardcore,Partner,,Switch OLED,PS5 OS,1.1.0,37,1972,53.3,73,628.29,13,91472,3,0,35.14,1,193,31,0,28,-56,negative,Frequent crashes,1,-0.64
2025-10-19,P00955,RuneHollow,PS5,EU,Poland,46,Female,Hardcore,Organic,,XboxX,iOS 17,1.2.0,19,1504,79.2,44,0.00,0,1634,0,0,0,1,167,71,2,53,-6,neutral,Average experience,0,-0.04
2025-10-19,P00956,GlyphQuest,Android,NA,Canada,38,Male,Casual,Partner,,Intel i7 PC,Windows 11,1.1.0,6,299,49.8,75,0.00,0,1910,6,0,0,0,167,83,0,49,-61,negative,Frequent crashes,0,-0.60
2025-10-19,P00957,MetroRaiders,Xbox Series X,NA,USA,14,Non-binary,Casual,UA - Ads,Campaign_3,Switch OLED,Android 13,1.0.0,4,246,61.5,58,0.00,0,1461,27,0,0,0,46,43,1,56,-38,negative,Matchmaking broken,1,-0.46
2025-10-19,P00958,GlyphQuest,Switch,APAC,China,22,Prefer not to say,Core,Organic,,Intel i7 PC,Windows 11,2.0.0,8,726,90.8,45,0.00,0,634,1,0,0,1,192,60,0,25,75,positive,Love the new skins,1,0.78
2025-10-19,P00959,Starwright,PC,MEA,Israel,33,Male,Hardcore,Partner,,Pixel 6,Windows 10,1.0.1,35,3914,111.8,73,101.52,12,54438,7,0,34.29,3,94,85,1,28,-40,negative,Lag spikes,1,-0.43
2025-10-19,P00960,MetroRaiders,Switch,APAC,India,43,Non-binary,Casual,UA - Ads,Campaign_3,Samsung S21,PS5 OS,1.2.0,3,200,66.7,43,0.00,0,1587,27,0,0,0,64,85,2,60,-7,neutral,Average experience,0,-0.17
2025-10-19,P00961,Neon Armada,Switch,MEA,South Africa,39,Male,Core,Influencer,,Switch OLED,PS5 OS,1.0.1,16,702,43.9,66,0.00,0,1012,37,0,0,1,58,68,3,24,12,neutral,Okay performance,1,0.12
2025-10-19,P00962,GlyphQuest,PC,APAC,Japan,13,Prefer not to say,Casual,Email,,Intel i7 PC,Xbox OS,1.2.0,5,286,57.2,61,0.00,0,964,37,1,0,0,214,66,1,41,-8,neutral,Average experience,1,-0.16
2025-10-19,P00963,RuneHollow,Xbox Series X,LATAM,Brazil,36,Prefer not to say,Casual,UA - Ads,Campaign_2,PS5,macOS 12,1.2.0,2,166,83,38,0.00,0,1232,33,0,0,0,70,49,2,53,27,neutral,Okay performance,1,0.24
2025-10-19,P00964,Starwright,Xbox Series X,NA,Canada,21,Male,Hardcore,Influencer,,Intel i7 PC,macOS 12,2.0.0,29,2864,98.8,68,146.67,3,21326,37,0,10.34,2,189,86,2,1,80,positive,Fantastic balancing,0,0.79
2025-10-19,P00965,RuneHollow,PC,NA,Canada,35,Prefer not to say,Casual,Influencer,,Ryzen 5 PC,Windows 10,1.3.5,1,276,276,35,0.00,0,1025,24,1,0,0,198,69,0,66,-23,neutral,UI could be clearer,0,-0.13
2025-10-19,P00966,Aetherbound,Android,MEA,UAE,33,Prefer not to say,Hardcore,UA - Ads,Campaign_1,Ryzen 5 PC,PS5 OS,1.1.0,32,3107,97.1,65,18.10,1,9570,193,6,3.13,3,95,48,3,49,-74,negative,Paywall is harsh,1,-0.73
2025-10-19,P00967,Aetherbound,Android,MEA,Egypt,28,Male,Core,UA - Ads,Campaign_5,Samsung S21,iOS 17,1.3.5,20,1002,50.1,85,0.00,0,571,57,1,0,1,119,57,1,15,17,neutral,Okay performance,1,0.10
2025-10-19,P00968,Starwright,Android,EU,Germany,37,Female,Casual,UA - Ads,Campaign_5,Samsung S21,Windows 11,1.3.5,6,139,23.2,72,0.00,0,891,41,1,0,0,113,73,1,1,95,positive,Fantastic balancing,1,0.96
2025-10-19,P00969,Starwright,Android,MEA,South Africa,19,Female,Hardcore,Organic,,iPhone 14,Android 13,1.2.0,22,4683,212.9,49,67.00,10,29922,106,3,45.45,4,39,82,1,16,46,positive,Great new event,2,0.52
2025-10-19,P00970,RuneHollow,Android,APAC,Japan,14,Prefer not to say,Core,UA - Ads,Campaign_1,Switch OLED,Android 13,1.1.0,6,1084,180.7,36,0.00,0,638,192,3,0,1,68,43,0,35,69,positive,Great new event,2,0.67
2025-10-19,P00971,Aetherbound,Switch,LATAM,Brazil,17,Prefer not to say,Hardcore,Influencer,,PS5,Windows 10,2.0.0,16,4692,293.3,46,18.66,1,9914,0,0,6.25,3,157,81,0,50,-46,negative,Paywall is harsh,0,-0.45
2025-10-19,P00972,Starwright,Xbox Series X,EU,Spain,52,Female,Hardcore,Partner,,Switch OLED,macOS 12,1.0.0,30,2404,80.1,68,0.00,0,1097,33,1,0,1,155,78,2,38,-19,neutral,Okay performance,1,-0.14
2025-10-19,P00973,RuneHollow,PS5,NA,Canada,22,Prefer not to say,Hardcore,Influencer,,PS5,Android 13,1.0.1,26,2527,97.2,59,0.00,0,292,32,0,0,2,67,73,0,34,17,neutral,Average experience,0,0.19
2025-10-19,P00974,Starwright,Xbox Series X,EU,France,45,Female,Core,Email,,Switch OLED,PS5 OS,1.3.5,16,1127,70.4,76,0.00,0,1998,6,0,0,1,59,36,0,20,-12,neutral,Okay performance,0,-0.05
2025-10-19,P00975,Neon Armada,PC,MEA,Israel,42,Non-binary,Core,Partner,,Ryzen 5 PC,Android 13,1.1.0,17,1177,69.2,69,0.00,0,942,33,1,0,1,131,72,3,63,-96,negative,Matchmaking broken,2,-0.87
2025-10-19,P00976,Aetherbound,Android,MEA,South Africa,42,Male,Casual,Email,,PS5,Xbox OS,1.3.5,2,178,89,38,0.00,0,1849,14,0,0,0,22,59,0,76,-47,negative,Toxic community,1,-0.46
2025-10-19,P00977,Neon Armada,Android,LATAM,Argentina,36,Prefer not to say,Core,UA - Ads,Campaign_3,XboxX,iOS 17,1.0.0,15,589,39.3,70,0.00,0,1174,155,5,0,0,46,81,1,13,64,positive,Great new event,2,0.56
2025-10-19,P00978,GlyphQuest,Xbox Series X,MEA,Egypt,42,Non-binary,Casual,Influencer,,PS5,Windows 11,1.0.1,5,255,51,66,0.00,0,493,36,1,0,0,207,82,0,62,-84,negative,Matchmaking broken,1,-0.89
2025-10-19,P00979,GlyphQuest,iOS,MEA,UAE,14,Female,Hardcore,Referral,,XboxX,iOS 17,1.0.1,39,3892,99.8,78,0.00,0,997,7,0,0,3,95,41,2,52,-88,negative,Paywall is harsh,1,-0.78
2025-10-19,P00980,Neon Armada,Android,LATAM,Brazil,55,Female,Casual,Organic,,iPhone 14,macOS 12,1.3.5,2,82,41,39,0.00,0,449,136,2,0,0,92,53,0,78,-53,negative,Paywall is harsh,1,-0.60
2025-10-19,P00981,MetroRaiders,PS5,APAC,Japan,44,Female,Hardcore,Email,,PS5,Xbox OS,1.0.1,37,3197,86.4,71,0.00,0,1516,12,0,0,1,81,38,1,22,20,neutral,Needs more content,0,0.22
2025-10-19,P00982,RuneHollow,Switch,MEA,Israel,41,Prefer not to say,Core,Email,,XboxX,Windows 11,1.1.0,7,994,142,38,0.00,0,278,13,0,0,1,29,40,3,83,-52,negative,Toxic community,2,-0.51
2025-10-19,P00983,Aetherbound,Xbox Series X,MEA,South Africa,21,Male,Hardcore,Email,,Pixel 6,iOS 17,1.3.5,15,2323,154.9,49,0.00,0,711,36,0,0,1,65,61,1,60,-45,negative,Lag spikes,0,-0.42
2025-10-19,P00984,MetroRaiders,PC,APAC,China,36,Prefer not to say,Hardcore,Partner,,Intel i7 PC,iOS 17,1.0.1,38,3384,89.1,77,38.50,7,5437,16,0,18.42,1,73,64,1,1,45,positive,Love the new skins,1,0.47
2025-10-19,P00985,Starwright,Xbox Series X,EU,UK,21,Male,Casual,Partner,,iPhone 14,Windows 11,1.3.5,3,136,45.3,54,99.12,2,20473,32,1,66.67,0,164,30,1,55,-73,negative,Matchmaking broken,2,-0.81
2025-10-19,P00986,Aetherbound,Android,NA,Canada,45,Non-binary,Hardcore,UA - Ads,Campaign_2,Pixel 6,Windows 11,1.0.1,25,2889,115.6,53,0.00,0,1350,135,5,0,2,28,52,2,53,-24,neutral,UI could be clearer,0,-0.17
2025-10-19,P00987,Aetherbound,Xbox Series X,MEA,South Africa,41,Prefer not to say,Hardcore,Email,,Ryzen 5 PC,macOS 12,1.3.5,25,2297,91.9,67,0.00,0,1670,30,1,0,1,151,80,0,48,-47,negative,Toxic community,1,-0.49
2025-10-19,P00988,Aetherbound,Switch,EU,France,27,Male,Casual,Organic,,Pixel 6,macOS 12,1.2.0,3,62,20.7,45,0.00,0,1578,20,1,0,0,140,40,2,55,3,neutral,Okay performance,0,0.00
2025-10-19,P00989,GlyphQuest,Xbox Series X,MEA,Egypt,39,Prefer not to say,Core,Organic,,Ryzen 5 PC,Windows 10,1.0.1,19,736,38.7,82,0.00,0,104,37,0,0,0,184,30,1,45,-75,negative,Frequent crashes,2,-0.74
2025-10-19,P00990,Aetherbound,iOS,MEA,South Africa,27,Male,Casual,Organic,,XboxX,iOS 17,1.0.0,4,92,23,51,0.00,0,1599,118,4,0,0,147,56,1,75,-70,negative,Lag spikes,1,-0.78
2025-10-19,P00991,Starwright,Xbox Series X,NA,USA,36,Non-binary,Core,Influencer,,PS5,Windows 10,1.1.0,9,445,49.4,43,0.00,0,1646,23,1,0,0,144,63,1,63,-30,negative,Toxic community,1,-0.38
2025-10-19,P00992,MetroRaiders,Xbox Series X,MEA,Israel,48,Non-binary,Casual,Influencer,,Intel i7 PC,macOS 12,1.0.0,6,190,31.7,75,0.00,0,890,39,1,0,0,137,58,1,29,-18,neutral,UI could be clearer,1,-0.20
2025-10-19,P00993,MetroRaiders,iOS,MEA,Egypt,30,Non-binary,Hardcore,Partner,,PS5,Windows 11,1.3.5,37,4377,118.3,78,0.00,0,807,109,2,0,1,34,63,2,29,-38,negative,Toxic community,0,-0.32
2025-10-19,P00994,RuneHollow,Android,MEA,Egypt,21,Non-binary,Core,Referral,,Switch OLED,macOS 12,1.0.1,19,330,17.4,76,0.00,0,1936,37,1,0,0,27,88,1,31,-9,neutral,Needs more content,0,-0.11
2025-10-19,P00995,Aetherbound,PS5,LATAM,Chile,41,Non-binary,Casual,Referral,,Intel i7 PC,PS5 OS,1.0.0,3,210,70,45,0.00,0,242,15,0,0,0,212,76,2,42,46,positive,Great new event,1,0.41
2025-10-19,P00996,Aetherbound,Xbox Series X,MEA,Israel,55,Non-binary,Core,Email,,iPhone 14,iOS 17,1.2.0,12,489,40.8,54,0.00,0,1794,27,0,0,0,28,71,2,44,-15,neutral,UI could be clearer,0,-0.17
2025-10-19,P00997,Aetherbound,iOS,NA,Mexico,45,Male,Core,UA - Ads,Campaign_1,XboxX,iOS 17,1.0.1,5,1195,239,32,0.00,0,354,200,4,0,1,107,48,2,92,-59,negative,Paywall is harsh,1,-0.64
2025-10-19,P00998,MetroRaiders,PC,APAC,South Korea,50,Female,Core,UA - Ads,Campaign_1,Samsung S21,Windows 11,1.0.1,15,898,59.9,66,52.36,2,9430,37,1,13.33,1,124,87,1,22,-13,neutral,Okay performance,1,-0.19
2025-10-19,P00999,GlyphQuest,iOS,MEA,Israel,43,Prefer not to say,Casual,Partner,,Ryzen 5 PC,Android 13,2.0.0,2,228,114,35,0.00,0,1723,115,2,0,0,85,59,1,59,4,neutral,UI could be clearer,1,0.13
2025-10-19,P01000,Starwright,Android,MEA,Egypt,41,Female,Casual,Email,,Ryzen 5 PC,macOS 12,1.2.0,6,99,16.5,72,0.00,0,1135,11,0,0,0,145,76,2,28,-9,neutral,UI could be clearer,1,-0.18
2025-10-19,P01001,Neon Armada,iOS,MEA,Israel,54,Prefer not to say,Core,Influencer,,Pixel 6,Windows 10,1.0.1,15,1198,79.9,68,19.96,2,11791,155,1,13.33,1,24,86,2,22,-3,neutral,UI could be clearer,0,0.01
2025-10-19,P01002,Starwright,Switch,LATAM,Colombia,43,Female,Hardcore,Organic,,Switch OLED,Android 13,1.1.0,21,3111,148.1,47,12.70,1,6485,22,0,4.76,2,40,74,2,38,6,neutral,Waiting for new mode,0,-0.01
2025-10-19,P01003,Aetherbound,Android,LATAM,Brazil,34,Male,Hardcore,Partner,,Pixel 6,Windows 10,2.0.0,21,3039,144.7,50,24.48,2,5274,60,1,9.52,3,124,62,2,26,18,neutral,UI could be clearer,0,0.12
2025-10-19,P01004,Aetherbound,Switch,EU,Germany,42,Male,Casual,Email,,PS5,Windows 10,1.0.0,5,233,46.6,61,0.00,0,1392,5,0,0,0,155,57,1,37,-8,neutral,Needs more content,0,-0.03
2025-10-19,P01005,MetroRaiders,PS5,EU,Poland,26,Prefer not to say,Core,UA - Ads,Campaign_2,Intel i7 PC,Windows 10,1.2.0,10,515,51.5,48,0.00,0,580,38,0,0,0,208,89,0,75,-89,negative,Paywall is harsh,2,-0.85
2025-10-19,P01006,Aetherbound,Android,NA,USA,50,Non-binary,Core,Partner,,Switch OLED,iOS 17,1.2.0,13,334,25.7,60,0.00,0,1636,168,5,0,0,134,79,2,67,-72,negative,Lag spikes,2,-0.69
2025-10-19,P01007,Neon Armada,Android,LATAM,Argentina,31,Prefer not to say,Core,Email,,Switch OLED,Windows 11,1.0.0,13,608,46.8,57,13.85,5,6852,52,1,38.46,0,211,49,1,38,-19,neutral,UI could be clearer,1,-0.15
2025-10-19,P01008,Neon Armada,Xbox Series X,NA,Canada,38,Male,Hardcore,Email,,Intel i7 PC,Windows 11,2.0.0,25,4027,161.1,62,0.00,0,314,31,0,0,2,166,36,1,64,-59,negative,Matchmaking broken,2,-0.66
2025-10-19,P01009,MetroRaiders,PC,EU,Germany,36,Male,Core,Partner,,Samsung S21,PS5 OS,1.0.0,10,1201,120.1,47,0.00,0,1152,10,0,0,1,131,59,2,60,-14,neutral,Needs more content,0,-0.09
2025-10-19,P01010,GlyphQuest,Android,NA,Mexico,27,Female,Core,Referral,,Ryzen 5 PC,Xbox OS,1.2.0,16,893,55.8,64,0.00,0,186,30,1,0,1,22,70,2,57,-59,negative,Lag spikes,1,-0.55
2025-10-19,P01011,RuneHollow,Android,MEA,South Africa,27,Non-binary,Hardcore,Referral,,Pixel 6,iOS 17,1.1.0,29,2147,74,60,4.89,3,1405,84,3,10.34,1,209,44,2,53,-76,negative,Matchmaking broken,1,-0.85
2025-10-19,P01012,Starwright,PC,APAC,Japan,49,Male,Casual,Referral,,Samsung S21,Windows 11,1.1.0,3,294,98,49,0.00,0,1828,27,1,0,0,50,82,1,45,19,neutral,Needs more content,0,0.19
2025-10-19,P01013,GlyphQuest,PS5,EU,Spain,35,Male,Core,Partner,,XboxX,iOS 17,2.0.0,12,462,38.5,58,0.00,0,1487,4,0,0,0,201,41,2,48,1,neutral,Okay performance,0,-0.06
2025-10-19,P01014,MetroRaiders,iOS,APAC,India,41,Male,Casual,Email,,iPhone 14,Xbox OS,1.0.1,7,292,41.7,77,19.82,1,5881,136,2,14.29,0,105,62,2,32,-67,negative,Paywall is harsh,1,-0.58
